src_ip,dst_ip,flow_duration,flow_packet_size,flow_speed,flow_pkts_speed,flow_pkt_type,packets,time
10.81.76.107,10.50.26.181,3,99,3,31,TCP,[],116
10.73.255.199,10.61.54.81,6,64,4,64,TCP,[],117
10.97.135.197,10.21.154.147,1,64,25,400,TCP,[],117
10.35.166.187,10.71.101.204,1,180,1,5,UDP,[],117
10.41.21.207,10.88.232.76,3,87,23,270,UDP,[],117
10.39.71.52,10.53.125.143,1,83,19,234,TCP,[],117
10.51.32.77,10.41.254.47,2,64,3,48,UDP,[],117
10.8.194.26,10.87.138.254,1,364,23,64,UDP,[],117
10.24.94.221,10.12.196.63,1,115,5,44,TCP,[],117
10.22.178.145,10.51.153.18,2,333,3,9,UDP,[],117
10.7.115.228,10.48.97.203,4,112,20,182,TCP,[],117
10.14.138.161,10.61.129.92,1,227,14,63,TCP,[],117
10.62.108.36,10.24.158.27,3,64,9,144,TCP,[],117
10.22.180.45,10.37.209.15,1,140,30,219,UDP,[],117
10.64.146.184,10.87.243.12,1,64,7,112,TCP,[],117
10.86.115.208,10.99.75.65,3,76,1,13,UDP,[],117
10.44.180.219,10.83.8.32,1,103,3,29,TCP,[],117
10.92.45.43,10.5.26.57,1,123,3,24,ICMP,[],117
10.39.135.130,10.47.83.235,1,119,4,34,ICMP,[],117
10.12.188.55,10.9.83.253,1,64,5,80,TCP,[],117
10.56.117.60,10.60.141.90,1,242,6,25,UDP,[],117
10.65.180.243,10.50.215.107,1,64,3,48,TCP,[],117
10.96.53.156,10.7.57.244,1,120,8,68,TCP,[],117
10.32.232.220,10.47.65.50,3,64,7,112,TCP,[],117
10.31.16.44,10.14.250.87,2,188,2,10,UDP,[],117
10.65.166.65,10.87.123.112,2,64,4,64,ICMP,[],117
10.24.70.128,10.57.101.85,3,168,12,73,TCP,[],117
10.47.83.235,10.21.32.170,1,64,9,144,TCP,[],117
10.62.118.229,10.10.140.128,3,294,6,20,TCP,[],117
10.13.41.118,10.70.112.160,1,72,4,56,TCP,[],117
10.14.200.220,10.87.54.28,1,64,2,32,UDP,[],117
10.87.80.196,10.53.215.96,1,95,17,183,UDP,[],117
10.17.199.83,10.29.202.89,1,74,4,55,TCP,[],117
10.65.149.178,10.77.179.92,2,91,1,11,TCP,[],117
10.1.199.163,10.18.84.12,1,210,16,78,TCP,[],117
10.91.114.246,10.35.61.56,1,138,6,44,UDP,[],117
10.97.207.10,10.93.79.80,1,64,9,144,TCP,[],117
10.63.14.222,10.75.223.210,1,153,12,80,UDP,[],117
10.59.167.124,10.1.6.126,1,172,2,11,TCP,[],117
10.81.65.213,10.9.212.105,1,64,10,160,TCP,[],117
10.60.44.81,10.73.156.187,1,82,9,112,TCP,[],117
10.87.243.12,10.33.37.234,3,100,13,133,ICMP,[],117
10.84.67.91,10.98.183.133,1,76,5,67,UDP,[],117
10.95.250.210,10.79.151.98,1,145,1,7,ICMP,[],117
10.30.79.215,10.77.203.130,1,303,10,33,TCP,[],117
10.10.51.190,10.29.166.154,1,64,5,80,UDP,[],117
10.96.225.67,10.46.138.200,1,114,12,107,ICMP,[],117
10.57.136.155,10.67.48.129,5,662,4,6,UDP,[],117
10.46.188.104,10.76.33.237,1,416,3,7,TCP,[],117
10.39.126.73,10.52.0.254,1,84,15,182,TCP,[],117
10.12.252.233,10.23.224.78,1,149,25,171,TCP,[],117
10.18.40.87,10.69.159.130,4,103,19,188,TCP,[],117
10.5.230.29,10.4.231.123,1,64,4,64,TCP,[],117
10.77.193.208,10.78.202.81,1,193,5,26,ICMP,[],117
10.20.176.191,10.19.52.86,3,79,16,207,TCP,[],117
10.99.20.149,10.24.137.93,1,344,4,11,UDP,[],117
10.38.41.211,10.94.219.229,1,143,6,42,UDP,[],117
10.4.137.25,10.5.46.183,1,142,13,93,UDP,[],117
10.50.154.180,10.61.117.82,1,132,4,31,UDP,[],117
10.78.120.108,10.84.224.55,1,64,13,208,TCP,[],117
10.92.223.173,10.83.146.56,1,96,7,74,TCP,[],117
10.9.132.242,10.80.204.242,1,188,7,38,UDP,[],117
10.74.203.101,10.34.181.126,1,64,6,96,UDP,[],117
10.87.129.196,10.0.13.150,1,106,6,57,TCP,[],117
10.43.153.178,10.4.33.126,1,72,17,241,TCP,[],117
10.18.126.94,10.51.244.252,1,90,10,113,ICMP,[],117
10.31.40.196,10.19.7.33,4,64,5,80,TCP,[],117
10.30.156.12,10.22.47.36,1,66,1,15,TCP,[],117
10.4.250.224,10.51.25.117,1,67,7,106,UDP,[],117
10.55.99.4,10.18.247.250,1,64,7,112,UDP,[],117
10.13.248.212,10.75.195.62,1,144,15,106,TCP,[],117
10.68.8.123,10.77.186.18,1,64,6,96,ICMP,[],117
10.97.109.72,10.63.127.166,1,64,9,144,ICMP,[],117
10.95.21.156,10.58.112.179,2,64,9,144,UDP,[],117
10.81.65.213,10.69.175.189,1,64,9,144,TCP,[],117
10.40.166.176,10.13.210.57,1,124,17,140,TCP,[],117
10.35.84.207,10.72.234.122,1,64,3,48,UDP,[],117
10.47.186.99,10.76.20.197,1,64,9,144,UDP,[],117
10.81.117.72,10.62.17.16,1,64,7,112,TCP,[],117
10.21.91.189,10.35.101.187,2,64,13,208,UDP,[],117
10.32.44.47,10.61.206.39,1,100,8,81,TCP,[],117
10.83.80.159,10.40.114.130,1,85,20,240,UDP,[],117
10.31.115.68,10.50.200.88,2,116,26,229,TCP,[],117
10.69.180.197,10.52.231.198,1,91,6,67,UDP,[],117
10.88.236.169,10.46.35.65,2,101,1,10,UDP,[],117
10.37.208.196,10.94.136.147,1,105,14,136,TCP,[],117
10.80.21.170,10.54.235.52,4,113,22,199,TCP,[],117
10.85.189.50,10.20.54.16,1,325,6,18,UDP,[],117
10.24.15.11,10.54.95.109,1,64,21,336,UDP,[],117
10.0.129.147,10.53.47.50,4,259,12,47,TCP,[],117
10.78.211.34,10.1.173.208,1,194,17,89,TCP,[],117
10.17.123.57,10.44.71.233,1,64,3,48,UDP,[],117
10.48.197.195,10.94.143.87,3,136,27,203,UDP,[],117
10.37.71.213,10.66.217.0,1,93,5,55,UDP,[],117
10.68.122.122,10.25.248.92,1,164,9,56,UDP,[],117
10.12.168.247,10.85.65.92,2,300,2,6,TCP,[],117
10.70.155.214,10.85.144.198,2,173,6,35,UDP,[],117
10.3.76.19,10.19.36.78,1,149,8,54,UDP,[],117
10.13.127.123,10.47.125.9,1,64,4,64,TCP,[],117
10.7.61.127,10.45.41.25,1,188,21,114,UDP,[],117
10.94.5.217,10.6.140.114,1,133,2,15,UDP,[],117
10.25.82.196,10.89.45.58,3,178,23,132,ICMP,[],117
10.49.242.70,10.24.159.163,2,143,5,35,TCP,[],117
10.20.231.133,10.66.116.115,1,64,10,160,UDP,[],117
10.2.103.16,10.44.100.159,1,313,7,22,TCP,[],117
10.19.115.164,10.77.196.190,11,64,12,192,UDP,[],117
10.62.185.227,10.23.23.213,1,175,8,46,ICMP,[],117
10.7.159.110,10.66.217.0,2,70,16,234,TCP,[],117
10.76.34.211,10.86.45.128,1,235,5,21,TCP,[],117
10.39.88.236,10.53.175.166,3,193,2,10,UDP,[],117
10.80.127.1,10.99.248.217,1,123,1,8,TCP,[],117
10.30.116.129,10.94.91.58,3,114,4,35,TCP,[],117
10.56.70.190,10.16.13.233,1,64,11,176,TCP,[],117
10.91.251.251,10.62.208.0,3,64,18,288,TCP,[],117
10.57.214.158,10.94.225.109,3,197,10,51,TCP,[],117
10.37.40.47,10.84.44.83,2,64,4,64,UDP,[],117
10.54.155.130,10.31.3.189,3,69,4,59,TCP,[],117
10.69.29.145,10.34.213.118,3,64,23,368,TCP,[],117
10.97.1.162,10.57.136.155,1,108,26,246,TCP,[],117
10.14.70.65,10.68.201.54,1,204,1,5,TCP,[],117
10.42.138.25,10.68.196.23,1,64,4,64,UDP,[],117
10.64.68.126,10.75.148.178,1,95,4,43,TCP,[],117
10.24.28.107,10.37.79.149,1,92,14,155,UDP,[],117
10.90.168.101,10.23.233.214,1,79,14,181,UDP,[],117
10.42.194.14,10.59.4.142,1,92,1,11,UDP,[],117
10.56.57.68,10.33.45.255,2,66,20,310,TCP,[],117
10.33.99.251,10.17.73.71,1,127,2,16,TCP,[],117
10.6.204.247,10.46.205.107,1,64,29,464,UDP,[],117
10.60.112.151,10.40.156.244,1,64,11,176,UDP,[],117
10.90.146.165,10.13.35.165,1,64,6,96,TCP,[],117
10.88.92.133,10.91.91.119,4,95,1,10,ICMP,[],117
10.38.141.129,10.1.183.164,1,330,7,21,TCP,[],117
10.49.62.96,10.45.185.245,1,113,10,90,UDP,[],117
10.15.9.112,10.68.10.234,1,82,3,37,UDP,[],117
10.3.82.34,10.6.189.10,1,73,17,238,TCP,[],117
10.26.125.22,10.32.34.232,3,119,9,77,TCP,[],117
10.72.192.248,10.49.30.19,2,158,47,304,UDP,[],117
10.14.36.230,10.84.122.100,1,219,23,107,TCP,[],117
10.32.230.0,10.50.105.249,1,157,5,32,ICMP,[],117
10.47.46.103,10.12.45.209,1,64,9,144,UDP,[],117
10.4.140.200,10.79.222.141,1,64,5,80,UDP,[],117
10.35.60.142,10.18.204.223,2,64,2,32,UDP,[],117
10.61.39.13,10.86.223.83,1,64,11,176,TCP,[],117
10.48.40.161,10.20.250.129,3,175,4,23,TCP,[],117
10.78.102.59,10.53.242.226,2,96,9,96,TCP,[],117
10.33.166.50,10.22.245.105,1,92,6,66,TCP,[],117
10.55.51.4,10.98.190.228,1,121,2,16,UDP,[],117
10.91.233.203,10.63.231.1,2,162,13,82,ICMP,[],117
10.41.95.255,10.36.189.117,1,76,8,107,UDP,[],117
10.33.139.234,10.78.24.195,1,92,15,166,UDP,[],117
10.92.60.212,10.51.244.252,1,64,9,144,UDP,[],117
10.21.176.57,10.42.13.90,2,64,12,192,UDP,[],117
10.67.111.97,10.8.4.30,1,64,3,48,UDP,[],117
10.41.109.168,10.69.7.191,1,158,11,71,UDP,[],117
10.82.132.227,10.8.64.37,5,206,5,24,UDP,[],117
10.3.201.253,10.25.231.134,1,103,4,39,TCP,[],117
10.25.45.134,10.28.63.75,4,64,2,32,TCP,[],117
10.74.227.218,10.60.126.141,1,200,29,148,UDP,[],117
10.60.96.213,10.18.183.34,2,64,6,96,ICMP,[],117
10.83.121.52,10.71.6.52,1,121,14,118,UDP,[],117
10.92.59.6,10.13.115.30,1,196,9,47,TCP,[],117
10.67.160.94,10.57.57.148,4,123,10,83,UDP,[],117
10.7.249.241,10.58.141.187,2,64,8,128,ICMP,[],117
10.74.164.88,10.80.205.71,6,64,36,576,TCP,[],117
10.47.119.216,10.33.130.10,1,64,3,48,UDP,[],117
10.82.60.40,10.5.199.58,1,136,15,112,TCP,[],117
10.57.28.171,10.38.147.141,3,64,8,128,TCP,[],117
10.27.155.198,10.58.113.183,5,196,1,5,TCP,[],117
10.50.228.62,10.28.45.133,1,125,7,57,TCP,[],117
10.87.215.249,10.97.208.91,1,64,7,112,UDP,[],117
10.45.224.181,10.78.89.22,1,148,2,13,UDP,[],117
10.34.158.144,10.79.215.21,1,138,12,89,TCP,[],117
10.63.145.42,10.63.41.239,2,64,10,160,UDP,[],117
10.31.108.145,10.57.212.110,2,286,1,3,UDP,[],117
10.80.56.134,10.7.104.232,1,240,2,8,TCP,[],117
10.87.82.4,10.41.132.94,5,199,10,51,UDP,[],117
10.62.152.249,10.43.199.62,1,143,16,114,TCP,[],117
10.32.18.96,10.91.15.215,3,234,8,35,UDP,[],117
10.43.194.236,10.67.207.41,5,112,22,201,UDP,[],117
10.94.241.209,10.44.92.131,2,151,10,67,TCP,[],117
10.4.95.110,10.63.129.9,1,95,9,97,UDP,[],117
10.25.109.45,10.58.44.202,1,64,13,208,TCP,[],117
10.30.18.171,10.39.29.76,1,94,5,54,TCP,[],117
10.27.90.201,10.5.204.205,3,99,7,72,TCP,[],117
10.27.170.143,10.26.203.169,8,115,1,8,TCP,[],117
10.72.55.152,10.71.87.50,4,249,4,16,TCP,[],117
10.13.77.134,10.22.228.234,1,154,10,66,UDP,[],117
10.33.58.107,10.38.219.167,3,80,2,25,TCP,[],117
10.24.168.70,10.30.164.116,3,325,1,3,TCP,[],117
10.5.138.252,10.97.198.188,8,78,8,105,TCP,[],117
10.8.21.172,10.29.155.119,1,106,9,86,UDP,[],117
10.58.60.49,10.99.20.149,1,179,4,22,UDP,[],117
10.90.88.92,10.56.213.31,1,102,22,220,TCP,[],117
10.39.44.233,10.46.196.99,1,209,5,24,UDP,[],117
10.15.254.228,10.17.228.45,4,127,5,40,UDP,[],117
10.93.164.117,10.39.161.74,1,64,18,288,TCP,[],117
10.75.148.178,10.61.160.72,1,238,18,77,TCP,[],117
10.74.50.7,10.1.30.36,1,64,13,208,TCP,[],117
10.1.109.139,10.77.33.13,2,146,15,105,TCP,[],117
10.70.139.237,10.55.61.128,2,159,2,12,UDP,[],117
10.16.52.163,10.29.166.154,1,183,6,33,TCP,[],117
10.79.44.52,10.88.38.162,2,64,11,176,TCP,[],117
10.75.58.162,10.90.150.217,1,64,10,160,TCP,[],117
10.18.113.51,10.72.49.224,1,69,3,44,UDP,[],117
10.34.33.244,10.43.248.180,1,64,4,64,TCP,[],117
10.91.19.134,10.64.125.107,1,98,3,31,TCP,[],117
10.29.163.141,10.65.12.153,6,202,7,35,TCP,[],117
10.4.104.247,10.21.16.136,1,64,4,64,UDP,[],117
10.6.129.119,10.57.171.186,3,239,7,29,ICMP,[],117
10.65.10.36,10.91.6.148,2,311,8,26,TCP,[],117
10.51.196.141,10.41.48.25,1,182,7,39,TCP,[],117
10.65.58.250,10.21.109.70,3,169,10,60,UDP,[],117
10.23.56.195,10.16.147.70,1,89,8,92,TCP,[],117
10.37.167.20,10.42.114.155,1,240,9,38,TCP,[],117
10.36.77.166,10.31.122.190,1,64,1,16,TCP,[],117
10.48.18.34,10.28.227.111,1,64,12,192,TCP,[],117
10.28.78.244,10.0.30.69,1,141,6,43,UDP,[],117
10.62.208.52,10.36.184.151,1,64,11,176,TCP,[],117
10.31.157.33,10.80.218.47,3,157,3,19,TCP,[],117
10.57.201.67,10.77.247.33,1,226,7,31,TCP,[],117
10.80.66.131,10.57.58.133,1,64,5,80,TCP,[],117
10.92.232.72,10.94.104.90,3,64,11,176,UDP,[],117
10.59.190.167,10.89.247.27,1,130,9,70,UDP,[],117
10.16.101.143,10.19.90.183,6,239,21,89,TCP,[],117
10.62.184.219,10.6.189.10,1,209,4,19,TCP,[],117
10.45.127.74,10.82.244.53,1,64,13,208,UDP,[],117
10.39.159.236,10.41.18.48,3,154,5,33,TCP,[],117
10.53.80.14,10.10.162.249,2,187,12,65,TCP,[],117
10.39.80.66,10.36.122.51,1,176,10,58,TCP,[],117
10.80.239.85,10.95.109.108,4,76,6,80,TCP,[],117
10.18.4.43,10.52.27.172,4,64,20,320,TCP,[],117
10.7.5.20,10.14.119.86,1,241,4,16,TCP,[],117
10.88.5.235,10.44.107.134,1,64,13,208,TCP,[],117
10.77.64.56,10.92.184.203,3,64,12,192,TCP,[],117
10.14.172.214,10.0.96.243,1,64,3,48,TCP,[],117
10.63.111.62,10.24.130.191,1,190,3,16,TCP,[],117
10.76.116.164,10.64.189.31,1,191,9,48,TCP,[],117
10.3.82.34,10.14.79.51,2,244,17,71,UDP,[],117
10.53.24.81,10.90.240.207,1,161,10,63,UDP,[],117
10.94.86.23,10.22.153.49,1,64,5,80,ICMP,[],117
10.1.205.133,10.78.89.22,1,155,4,26,TCP,[],117
10.65.63.65,10.68.0.226,5,95,8,86,TCP,[],117
10.52.51.208,10.70.51.250,1,137,13,97,UDP,[],117
10.86.122.47,10.89.230.123,3,216,2,9,TCP,[],117
10.20.15.236,10.42.68.49,2,206,10,49,UDP,[],117
10.6.104.150,10.14.154.112,2,113,1,9,TCP,[],117
10.43.129.86,10.58.29.98,2,64,10,160,TCP,[],117
10.55.41.225,10.28.83.125,1,64,8,128,ICMP,[],117
10.94.41.63,10.8.8.22,2,64,21,336,ICMP,[],117
10.28.245.27,10.81.122.147,6,118,10,86,TCP,[],117
10.40.98.255,10.74.201.128,1,136,4,30,UDP,[],117
10.25.226.244,10.26.73.107,1,141,6,43,UDP,[],117
10.57.205.210,10.51.50.23,1,154,2,13,UDP,[],117
10.89.151.22,10.30.159.89,1,68,1,15,UDP,[],117
10.85.169.143,10.93.135.19,3,133,2,15,TCP,[],117
10.0.162.44,10.36.85.109,1,64,9,144,TCP,[],117
10.48.139.187,10.45.193.145,1,152,3,20,TCP,[],117
10.69.237.74,10.17.78.19,2,148,2,13,ICMP,[],117
10.0.113.247,10.10.103.116,1,64,7,112,TCP,[],117
10.17.199.83,10.33.158.83,5,131,1,7,UDP,[],117
10.42.165.218,10.81.109.30,4,82,22,274,UDP,[],117
10.63.235.67,10.32.44.47,4,114,10,89,UDP,[],117
10.41.225.181,10.93.87.30,1,89,8,92,TCP,[],117
10.9.54.248,10.79.218.26,6,81,1,12,TCP,[],117
10.40.115.183,10.65.111.99,1,233,21,92,TCP,[],117
10.6.79.68,10.56.134.131,1,133,6,46,UDP,[],117
10.56.122.225,10.69.69.37,1,353,28,81,ICMP,[],117
10.60.124.222,10.24.84.252,1,236,14,60,TCP,[],117
10.46.89.159,10.22.75.135,1,109,15,140,TCP,[],117
10.65.210.153,10.59.31.92,1,64,17,272,ICMP,[],117
10.42.249.109,10.48.4.234,1,131,23,179,UDP,[],117
10.83.70.123,10.51.166.108,2,168,5,30,TCP,[],117
10.86.68.116,10.12.199.46,1,64,12,192,TCP,[],117
10.81.209.42,10.4.180.93,1,110,10,93,TCP,[],117
10.38.250.162,10.10.86.120,3,78,8,105,UDP,[],117
10.39.34.2,10.11.189.146,2,64,3,48,TCP,[],117
10.45.88.134,10.5.46.183,1,64,17,272,TCP,[],117
10.12.49.102,10.87.217.166,1,232,5,22,TCP,[],117
10.76.177.232,10.20.61.208,1,64,10,160,TCP,[],117
10.31.77.115,10.10.55.220,1,277,3,11,TCP,[],117
10.98.54.169,10.99.221.188,2,94,12,130,TCP,[],117
10.42.84.99,10.30.128.106,1,161,4,25,TCP,[],117
10.64.56.138,10.61.247.229,5,98,12,125,TCP,[],117
10.12.196.63,10.83.12.199,2,236,9,39,TCP,[],117
10.2.200.225,10.32.40.102,1,84,15,182,TCP,[],117
10.18.6.37,10.11.205.176,1,64,8,128,TCP,[],117
10.41.240.79,10.57.178.39,1,93,6,66,TCP,[],117
10.17.149.97,10.19.246.221,1,122,15,125,TCP,[],117
10.93.224.34,10.35.50.51,1,64,16,256,ICMP,[],117
10.98.200.227,10.16.17.91,4,64,12,192,TCP,[],117
10.47.178.210,10.69.117.34,5,147,2,13,TCP,[],117
10.50.147.11,10.81.27.228,1,64,3,48,TCP,[],117
10.61.117.131,10.38.22.129,1,64,11,176,UDP,[],117
10.42.150.127,10.25.114.225,2,64,1,16,TCP,[],117
10.81.49.140,10.82.99.113,1,160,5,32,TCP,[],117
10.45.164.65,10.42.202.110,2,201,18,91,UDP,[],117
10.15.58.40,10.69.102.139,1,185,10,55,UDP,[],117
10.17.112.58,10.40.80.141,3,119,5,43,UDP,[],117
10.62.155.156,10.37.127.219,2,407,22,55,UDP,[],117
10.5.199.58,10.13.193.226,1,89,16,184,ICMP,[],117
10.2.185.45,10.72.167.99,4,67,15,229,ICMP,[],117
10.77.151.106,10.10.236.163,1,84,4,48,TCP,[],117
10.76.184.229,10.15.200.228,1,72,1,14,UDP,[],117
10.85.106.124,10.66.172.48,2,103,10,99,UDP,[],117
10.27.174.192,10.8.103.128,2,76,11,148,UDP,[],117
10.90.17.161,10.27.21.98,1,281,1,3,TCP,[],117
10.29.27.63,10.47.100.58,4,64,16,256,ICMP,[],117
10.5.242.55,10.95.117.244,1,168,12,73,TCP,[],117
10.30.172.14,10.91.190.115,1,180,1,5,TCP,[],117
10.35.137.193,10.56.146.228,1,145,2,14,TCP,[],117
10.8.138.121,10.77.197.220,2,102,4,40,TCP,[],117
10.0.244.77,10.20.28.155,1,157,20,130,TCP,[],117
10.97.191.134,10.94.239.241,1,87,7,82,TCP,[],117
10.93.30.220,10.73.160.92,1,64,10,160,UDP,[],117
10.89.18.171,10.60.182.219,1,113,13,117,UDP,[],117
10.81.189.166,10.27.89.39,2,64,8,128,UDP,[],117
10.76.116.164,10.79.161.254,1,64,4,64,UDP,[],117
10.60.23.51,10.32.224.83,4,225,8,36,TCP,[],117
10.98.42.25,10.45.164.122,1,101,4,40,UDP,[],117
10.96.246.117,10.23.134.2,2,64,2,32,TCP,[],117
10.86.238.87,10.52.224.248,1,82,1,12,TCP,[],117
10.46.72.50,10.60.126.141,1,147,13,90,UDP,[],117
10.65.254.246,10.38.76.57,1,64,3,48,TCP,[],117
10.26.20.34,10.32.119.250,1,249,13,53,UDP,[],117
10.60.56.150,10.39.150.168,2,64,11,176,UDP,[],117
10.82.192.27,10.25.226.244,1,86,2,23,TCP,[],117
10.8.111.212,10.16.252.13,1,64,8,128,ICMP,[],117
10.64.126.63,10.16.80.217,1,265,4,15,TCP,[],117
10.55.51.4,10.62.178.143,3,64,20,320,UDP,[],117
10.69.152.242,10.92.222.192,1,158,1,6,TCP,[],117
10.24.28.107,10.50.253.230,1,77,4,53,TCP,[],117
10.46.161.93,10.14.18.7,2,64,15,240,TCP,[],117
10.62.126.32,10.66.49.190,2,202,43,217,UDP,[],117
10.74.173.131,10.45.88.134,1,80,9,115,ICMP,[],117
10.23.69.60,10.6.255.249,2,94,13,141,ICMP,[],117
10.99.21.161,10.8.248.152,1,265,8,30,UDP,[],117
10.70.171.4,10.90.250.36,1,64,5,80,TCP,[],117
10.27.52.179,10.29.215.161,1,267,5,19,UDP,[],117
10.71.66.56,10.84.16.157,6,129,17,134,TCP,[],117
10.72.102.185,10.31.111.231,1,132,16,124,TCP,[],117
10.60.244.221,10.75.193.215,1,64,30,480,TCP,[],117
10.23.242.48,10.1.37.145,1,136,1,7,UDP,[],117
10.87.65.16,10.68.31.44,1,64,31,496,TCP,[],117
10.28.72.182,10.44.13.244,1,123,13,108,TCP,[],117
10.33.207.246,10.9.4.150,5,107,9,86,ICMP,[],117
10.13.205.42,10.53.202.143,3,160,10,64,ICMP,[],117
10.82.117.204,10.76.34.157,1,77,7,93,UDP,[],117
10.30.210.85,10.54.234.177,2,64,20,320,TCP,[],117
10.66.215.79,10.88.220.248,1,150,9,61,ICMP,[],117
10.69.214.185,10.64.97.11,1,64,5,80,UDP,[],117
10.58.45.66,10.42.186.152,1,64,5,80,TCP,[],117
10.53.49.14,10.67.162.119,1,85,6,72,TCP,[],117
10.78.184.114,10.14.185.119,1,104,9,88,TCP,[],117
10.56.75.3,10.17.222.199,1,64,7,112,TCP,[],117
10.10.204.60,10.47.170.39,4,119,6,51,UDP,[],117
10.49.130.160,10.86.142.88,3,64,6,96,UDP,[],117
10.75.118.130,10.62.87.63,1,79,2,25,UDP,[],117
10.14.200.220,10.69.103.31,1,64,11,176,ICMP,[],117
10.9.64.41,10.39.46.49,1,64,3,48,TCP,[],117
10.23.71.226,10.17.24.35,1,229,25,111,TCP,[],117
10.73.84.255,10.6.172.202,1,113,3,27,ICMP,[],117
10.95.193.87,10.43.132.152,1,364,15,42,ICMP,[],117
10.86.10.103,10.60.54.45,1,235,6,26,UDP,[],117
10.25.126.243,10.97.97.41,1,64,8,128,UDP,[],117
10.95.207.76,10.51.213.55,1,64,4,64,TCP,[],117
10.58.249.8,10.76.20.197,1,324,14,44,TCP,[],117
10.16.68.11,10.82.54.176,2,64,12,192,UDP,[],117
10.9.32.4,10.13.127.123,19,357,7,20,ICMP,[],117
10.53.152.124,10.22.87.42,1,141,14,101,TCP,[],117
10.36.105.98,10.19.45.28,1,79,4,51,UDP,[],117
10.14.150.132,10.19.99.115,4,202,19,96,UDP,[],117
10.23.253.51,10.89.170.228,1,231,11,48,TCP,[],117
10.8.67.156,10.19.198.27,6,78,16,210,TCP,[],117
10.5.39.80,10.8.169.50,1,148,2,13,UDP,[],117
10.10.252.105,10.63.59.180,3,144,1,7,UDP,[],117
10.55.29.7,10.85.126.194,1,102,6,60,UDP,[],117
10.66.25.122,10.26.227.160,1,109,1,9,TCP,[],117
10.47.23.48,10.37.108.78,1,100,11,112,TCP,[],117
10.3.119.6,10.16.165.84,1,64,7,112,TCP,[],117
10.12.45.209,10.53.230.184,1,64,17,272,TCP,[],117
10.74.58.13,10.58.20.86,1,75,6,81,TCP,[],117
10.39.130.82,10.92.29.212,1,70,42,614,UDP,[],117
10.5.6.94,10.35.239.211,1,76,4,53,TCP,[],117
10.86.60.3,10.27.30.108,1,64,22,352,UDP,[],117
10.31.45.213,10.85.95.58,4,64,8,128,UDP,[],117
10.65.59.177,10.67.173.237,1,64,6,96,TCP,[],117
10.89.146.1,10.46.102.248,1,90,2,22,UDP,[],117
10.27.90.35,10.3.62.60,1,98,19,198,UDP,[],117
10.79.161.208,10.71.29.31,4,93,3,33,TCP,[],117
10.41.204.170,10.63.142.47,1,64,5,80,UDP,[],117
10.10.220.107,10.7.120.11,2,122,6,50,UDP,[],117
10.57.199.42,10.55.61.128,1,68,12,180,TCP,[],117
10.89.251.44,10.80.138.60,1,67,16,244,UDP,[],117
10.50.47.200,10.18.84.12,1,127,6,48,ICMP,[],117
10.92.233.119,10.27.76.63,1,64,12,192,UDP,[],117
10.17.3.19,10.1.242.75,1,183,7,39,UDP,[],117
10.11.13.165,10.37.93.233,1,64,6,96,TCP,[],117
10.23.63.227,10.39.98.57,1,217,12,56,ICMP,[],117
10.16.152.229,10.33.86.0,1,75,12,163,ICMP,[],117
10.71.208.75,10.20.143.36,1,64,1,16,UDP,[],117
10.2.119.49,10.66.221.225,3,64,3,48,ICMP,[],117
10.48.83.230,10.9.178.222,2,173,3,17,UDP,[],117
10.19.221.250,10.0.12.104,1,64,8,128,TCP,[],117
10.73.163.189,10.73.141.120,5,97,9,95,UDP,[],117
10.22.152.6,10.36.22.14,1,67,4,61,UDP,[],117
10.0.218.63,10.99.31.75,1,85,3,36,TCP,[],117
10.38.217.33,10.50.200.88,1,91,5,56,TCP,[],117
10.47.241.242,10.2.37.189,1,64,7,112,TCP,[],117
10.74.104.106,10.88.17.63,3,162,3,18,ICMP,[],117
10.95.29.46,10.30.128.106,1,116,33,291,TCP,[],117
10.72.180.165,10.63.97.43,1,64,7,112,UDP,[],117
10.29.114.83,10.93.58.117,1,64,21,336,UDP,[],117
10.40.65.205,10.73.231.6,1,64,9,144,UDP,[],117
10.34.179.182,10.47.48.36,1,69,7,103,TCP,[],117
10.87.255.78,10.74.222.103,1,167,8,49,ICMP,[],117
10.46.204.74,10.30.94.70,5,176,1,5,TCP,[],117
10.19.39.251,10.54.87.91,1,64,7,112,TCP,[],117
10.51.6.71,10.2.48.153,1,83,1,12,TCP,[],117
10.11.240.47,10.27.184.81,2,331,21,64,UDP,[],117
10.7.211.47,10.35.86.249,1,78,19,249,UDP,[],117
10.65.76.203,10.21.142.207,1,160,10,64,UDP,[],117
10.43.223.109,10.5.57.134,1,123,23,191,TCP,[],117
10.0.236.119,10.76.76.48,3,64,9,144,TCP,[],117
10.19.136.226,10.65.122.250,3,64,1,16,TCP,[],117
10.72.186.146,10.47.178.210,1,236,14,60,TCP,[],117
10.62.163.14,10.30.159.89,1,229,14,62,TCP,[],117
10.58.84.8,10.51.52.241,1,103,2,19,TCP,[],117
10.36.124.52,10.13.58.85,1,82,8,99,Traceroute,[],117
10.71.30.29,10.23.56.195,5,142,17,122,UDP,[],117
10.41.7.184,10.2.164.113,1,76,2,26,TCP,[],117
10.4.185.125,10.1.179.131,1,180,3,17,TCP,[],117
10.97.12.82,10.24.136.86,1,64,9,144,UDP,[],117
10.31.20.198,10.40.232.65,1,110,1,9,TCP,[],117
10.55.30.199,10.96.172.219,1,153,7,46,TCP,[],117
